Image Link,Title,Description,Main Category,Sub Category 1,Sub Category 2,color,Measure,price
http://www.manhard.eu/upload/webshop/default_020428045.jpg?uid=0.626156,Grapefruitmes,ICEL ESTORIL grapefruitmes,Messen,MANHARD/ICEL horeca,Estoril,Zwart,8 cm,"€ 2,12"
http://www.manhard.eu/upload/webshop/default_020423017.jpg?uid=0.5007288,Koksmes,ICEL ABSOLUTE STEEL koksmes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,15 cm,"€ 16,63"
http://www.manhard.eu/upload/webshop/default_020423017.jpg?uid=0.5007288,Koksmes,ICEL ABSOLUTE STEEL koksmes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,20 cm,"€ 20,92"
http://www.manhard.eu/upload/webshop/default_020423017.jpg?uid=0.5007288,Koksmes,ICEL ABSOLUTE STEEL koksmes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,25 cm,"€ 24,19"
http://www.manhard.eu/upload/webshop/default_020423017.jpg?uid=0.5007288,Koksmes,ICEL ABSOLUTE STEEL koksmes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,15 cm,"€ 16,63"
http://www.manhard.eu/upload/webshop/default_020423017.jpg?uid=0.5007288,Koksmes,ICEL ABSOLUTE STEEL koksmes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,20 cm,"€ 20,92"
http://www.manhard.eu/upload/webshop/default_020423017.jpg?uid=0.5007288,Koksmes,ICEL ABSOLUTE STEEL koksmes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,25 cm,"€ 24,19"
http://www.manhard.eu/upload/webshop/default_020423016.jpg?uid=0.7896692,Santokumes,ICEL ABSOLUTE STEEL Santokumes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,17 cm,"€ 17,44"
http://www.manhard.eu/upload/webshop/default_020423016.jpg?uid=0.7896692,Santokumes,ICEL ABSOLUTE STEEL Santokumes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,17 cm,"€ 17,44"
http://www.manhard.eu/upload/webshop/default_020425060.jpg?uid=0.8365442,blokmes,"ICEL TECHNIEK blokmes, smal",Messen,MANHARD/ICEL horeca,Techniek,Zwart,16 cm,"€ 11,02"
http://www.manhard.eu/upload/webshop/default_020421016.jpg?uid=0.3784754,Santokumes,"ICEL PLATINA Santokumes met kuiltjes, gesmeed",Messen,MANHARD/ICEL horeca,Platina messen,n.v.t.,18 cm,"€ 28,91"
http://www.manhard.eu/upload/webshop/default_020425049.jpg?uid=0.759823,Trancheerset,"ICEL TECHNIEK trancheer-set in geschenkverpakking, 2-delig",Messen,MANHARD/ICEL horeca,Techniek,Zwart,n.v.t.,"€ 25,52"
http://www.manhard.eu/upload/webshop/default_020437031.jpg?uid=0.5310633,Groentemes,"ICEL ONIX groentemes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,15 cm,"€ 17,96"
http://www.manhard.eu/upload/webshop/default_020437038.jpg?uid=0.3821985,Keukenset,"ICEL ONIX keuken set in geschenkverpakking, 3-delig",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,n.v.t.,"€ 50,08"
http://www.manhard.eu/upload/webshop/default_020106062.jpg?uid=0.8471643,Smal flexibel,"ICEL/PROFLEX fileermes, extra smal, flexibel",Messen,ICEL/PROFLEX vleesmessen,Fileermes,Geel,13 cm,"€ 6,68"
http://www.manhard.eu/upload/webshop/default_020106062.jpg?uid=0.8471643,Smal flexibel,"ICEL/PROFLEX fileermes, extra smal, flexibel",Messen,ICEL/PROFLEX vleesmessen,Fileermes,Blauw,13 cm,"€ 6,68"
http://www.manhard.eu/upload/webshop/default_020437023.jpg?uid=0.608822,Fileermes,"ICEL ONIX fileermes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,20 cm,"€ 20,75"
http://www.manhard.eu/upload/webshop/default_020437021.jpg?uid=0.9389002,Officemes,"ICEL ONIX officemes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,10 cm,"€ 15,55"
http://www.manhard.eu/upload/webshop/default_020423018.jpg?uid=0.5210535,Vleesmes,ICEL ABSOLUTE STEEL vleesmes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,20 cm,"€ 16,4"
http://www.manhard.eu/upload/webshop/default_020423018.jpg?uid=0.5210535,Vleesmes,ICEL ABSOLUTE STEEL vleesmes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,25 cm,"€ 17,44"
http://www.manhard.eu/upload/webshop/default_020423018.jpg?uid=0.5210535,Vleesmes,ICEL ABSOLUTE STEEL vleesmes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,20 cm,"€ 16,4"
http://www.manhard.eu/upload/webshop/default_020423018.jpg?uid=0.5210535,Vleesmes,ICEL ABSOLUTE STEEL vleesmes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,25 cm,"€ 17,44"
http://www.manhard.eu/upload/webshop/default_020425059.jpg?uid=0.5378382,Snijmes,"ICEL TECHNIEK snijmes, ongetand",Messen,MANHARD/ICEL horeca,Techniek,Zwart,30 cm,"€ 16,79"
http://www.manhard.eu/upload/webshop/default_020425059.jpg?uid=0.5378382,Snijmes,"ICEL TECHNIEK snijmes, getand",Messen,MANHARD/ICEL horeca,Techniek,Zwart,25 cm,"€ 15,07"
http://www.manhard.eu/upload/webshop/default_020425059.jpg?uid=0.5378382,Snijmes,"ICEL TECHNIEK snijmes, getand",Messen,MANHARD/ICEL horeca,Techniek,Zwart,30 cm,"€ 18,29"
http://www.manhard.eu/upload/webshop/default_020423033.jpg?uid=0.1676599,Hammes,ICEL ABSOLUTE STEEL hammes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,24 cm,"€ 16,96"
http://www.manhard.eu/upload/webshop/default_020423033.jpg?uid=0.1676599,Hammes,ICEL ABSOLUTE STEEL hammes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,30 cm,"€ 18,65"
http://www.manhard.eu/upload/webshop/default_020423033.jpg?uid=0.1676599,Hammes,ICEL ABSOLUTE STEEL hammes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,24 cm,"€ 16,96"
http://www.manhard.eu/upload/webshop/default_020423033.jpg?uid=0.1676599,Hammes,ICEL ABSOLUTE STEEL hammes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,30 cm,"€ 18,65"
http://www.manhard.eu/upload/webshop/default_020437020.jpg?uid=0.8041345,Broodmes,"ICEL ONIX broodmes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,20 cm,"€ 21,15"
http://www.manhard.eu/upload/webshop/default_020437017.jpg?uid=0.5300867,Koksmes,"ICEL ONIX koksmes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,15 cm,"€ 23,53"
http://www.manhard.eu/upload/webshop/default_020437017.jpg?uid=0.5300867,Koksmes,"ICEL ONIX koksmes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,20 cm,"€ 26,1"
http://www.manhard.eu/upload/webshop/default_020437017.jpg?uid=0.5300867,Koksmes,"ICEL ONIX koksmes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,25 cm,"€ 29,2"
http://www.manhard.eu/upload/webshop/default_020437018.jpg?uid=0.3042566,Vleesmes,"ICEL ONIX vleesmes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,20 cm,"€ 20,75"
http://www.manhard.eu/upload/webshop/default_020437016.jpg?uid=0.6179773,Santokumes,"ICEL ONIX Santokumes met kuiltjes, gesmeed (GV)",Messen,MANHARD/ICEL horeca,Onix,n.v.t.,18 cm,"€ 26,32"
http://www.manhard.eu/upload/webshop/default_020425048.jpg?uid=8.001345E-02,Messenblok,"ICEL TECHNIEK messenblok, hout, 7-delig (GV)",Messen,MANHARD/ICEL horeca,Techniek,n.v.t.,n.v.t.,€ 114
http://www.manhard.eu/upload/webshop/default_020425048.jpg?uid=8.001345E-02,Messenblok,"ICEL TECHNIEK messenblok met RVS standaard, vierhoekig, hout, 7-delig (GV)",Messen,MANHARD/ICEL horeca,Techniek,n.v.t.,11 x 11 cm,"€ 135,16"
http://www.manhard.eu/upload/webshop/default_020425048.jpg?uid=8.001345E-02,Messenblok,"MANHARD/ICEL TECHNIEK messenblok, hout, 7-delig",Messen,MANHARD/ICEL horeca,Techniek,n.v.t.,n.v.t.,"€ 68,28"
http://www.manhard.eu/upload/webshop/default_020425048.jpg?uid=8.001345E-02,Messenblok,"MANHARD/ICEL TECHNIEK messenblok, kunststof, 8-delig, zwart/wit",Messen,MANHARD/ICEL horeca,Techniek,n.v.t.,n.v.t.,"€ 136,59"
http://www.manhard.eu/upload/webshop/default_020425042.jpg?uid=0.8168909,Steakvork,"ICEL TECHNIEK steakvork, 4-tands",Messen,MANHARD/ICEL horeca,Techniek,Zwart,19 cm,"€ 6,84"
http://www.manhard.eu/upload/webshop/default_020425041.jpg?uid=0.546322,Glaceermessen,ICEL TECHNIEK glaceermes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,26 cm,€ 11
http://www.manhard.eu/upload/webshop/default_020425039.jpg?uid=0.2070276,Steakmes,ICEL TECHNIEK steakmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,12 cm,"€ 6,55"
http://www.manhard.eu/upload/webshop/default_020425035.jpg?uid=0.7641565,Kaasmes,ICEL TECHNIEK kaasmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,12 cm,"€ 14,49"
http://www.manhard.eu/upload/webshop/default_020425033.jpg?uid=0.3060877,Hammes,"ICEL TECHNIEK hammes, smal",Messen,MANHARD/ICEL horeca,Techniek,Zwart,24 cm,"€ 11,97"
http://www.manhard.eu/upload/webshop/default_020425033.jpg?uid=0.3060877,Hammes,"ICEL TECHNIEK hammes, smal",Messen,MANHARD/ICEL horeca,Techniek,Zwart,30 cm,"€ 14,11"
http://www.manhard.eu/upload/webshop/default_020425027.jpg?uid=0.726864,Zalmmes,ICEL TECHNIEK zalmmes met kuiltjes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,25 cm,"€ 21,03"
http://www.manhard.eu/upload/webshop/default_020425027.jpg?uid=0.726864,Zalmmes,ICEL TECHNIEK zalmmes met kuiltjes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,30 cm,"€ 22,86"
http://www.manhard.eu/upload/webshop/default_020429040.jpg?uid=0.3472254,Banketbakkersmes,ICEL HRC PRIME LINE Microban® banketbakkersmes met zaag tanding,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,30 cm,"€ 14,49"
http://www.manhard.eu/upload/webshop/default_020425023.jpg?uid=0.459347,Fileermes,"ICEL TECHNIEK fileermes, flexibel",Messen,MANHARD/ICEL horeca,Techniek,Zwart,17 cm,€ 11
http://www.manhard.eu/upload/webshop/default_020425021.jpg?uid=0.3884851,Officemes,ICEL TECHNIEK officemes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,10 cm,"€ 6,05"
http://www.manhard.eu/upload/webshop/default_020425021.jpg?uid=0.3884851,Officemes,"ICEL TECHNIEK officemes, getand",Messen,MANHARD/ICEL horeca,Techniek,Zwart,10 cm,"€ 6,41"
http://www.manhard.eu/upload/webshop/default_020425022.jpg?uid=1.299685E-02,Vleesvork,ICEL TECHNIEK vleesvork,Messen,MANHARD/ICEL horeca,Techniek,Zwart,18 cm,"€ 9,9"
http://www.manhard.eu/upload/webshop/default_020425022.jpg?uid=1.299685E-02,Vleesvork,ICEL TECHNIEK vleesvork,Messen,MANHARD/ICEL horeca,Techniek,Zwart,20 cm,"€ 10,1"
http://www.manhard.eu/upload/webshop/default_020425025.jpg?uid=0.1727869,Schilmes,"ICEL TECHNIEK schilmes, gebogen",Messen,MANHARD/ICEL horeca,Techniek,Zwart,6 cm,"€ 5,72"
http://www.manhard.eu/upload/webshop/default_020428043.jpg?uid=0.3828699,Ontbijtmes,ICEL ESTORIL ontbijtmes,Messen,MANHARD/ICEL horeca,Estoril,Zwart,12 cm,"€ 2,5"
http://www.manhard.eu/upload/webshop/default_020425015.jpg?uid=0.2853968,Trancheermes,ICEL TECHNIEK trancheermes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,19 cm,"€ 11,86"
http://www.manhard.eu/upload/webshop/default_020423031.jpg?uid=0.9724695,Groentemes,ICEL ABSOLUTE STEEL groentemes,Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,15 cm,"€ 16,56"
http://www.manhard.eu/upload/webshop/default_020423031.jpg?uid=0.9724695,Groentemes,ICEL ABSOLUTE STEEL groentemes (GV),Messen,MANHARD/ICEL horeca,Absolute steel,n.v.t.,15 cm,"€ 16,56"
http://www.manhard.eu/upload/webshop/default_020428021.jpg?uid=5.901736E-02,Officemes,ICEL ESTORIL officemes,Messen,MANHARD/ICEL horeca,Estoril,Zwart,10 cm,"€ 2,14"
http://www.manhard.eu/upload/webshop/default_020428039.jpg?uid=0.259823,Steakmes,"ICEL ESTORIL steakmes, getand",Messen,MANHARD/ICEL horeca,Estoril,Zwart,13 cm,"€ 2,66"
http://www.manhard.eu/upload/webshop/default_020428038.jpg?uid=0.6065637,Keukenmes,ICEL ESTORIL keukenmes,Messen,MANHARD/ICEL horeca,Estoril,Zwart,10 cm,"€ 2,23"
http://www.manhard.eu/upload/webshop/default_020425016.jpg?uid=0.8768885,Santokumes,ICEL TECHNIEK Santokumes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,18 cm,"€ 14,6"
http://www.manhard.eu/upload/webshop/default_020428025.jpg?uid=0.561825,Schilmes,"ICEL ESTORIL schilmes, recht",Messen,MANHARD/ICEL horeca,Estoril,Zwart,8 cm,"€ 1,73"
http://www.manhard.eu/upload/webshop/default_020428038.jpg?uid=0.6065637,Keukenmes,"ICEL ESTORIL keukenmes, getand",Messen,MANHARD/ICEL horeca,Estoril,Zwart,10 cm,"€ 2,41"
http://www.manhard.eu/upload/webshop/default_020425016.jpg?uid=0.8768885,Santokumes,ICEL TECHNIEK Santokumes met kuiltjes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,18 cm,"€ 16,81"
http://www.manhard.eu/upload/webshop/default_020428025.jpg?uid=0.561825,Schilmes,"ICEL ESTORIL schilmes, recht",Messen,MANHARD/ICEL horeca,Estoril,Zwart,9 cm,"€ 1,89"
http://www.manhard.eu/upload/webshop/default_020428025.jpg?uid=0.561825,Schilmes,"ICEL ESTORIL schilmes, gebogen",Messen,MANHARD/ICEL horeca,Estoril,Zwart,6 cm,"€ 1,66"
http://www.manhard.eu/upload/webshop/default_020426038.jpg?uid=0.6287805,Keukenmes,ICEL CLASSICA keukenmes,Messen,MANHARD/ICEL horeca,Classica,Zwart,15 cm,"€ 7,04"
http://www.manhard.eu/upload/webshop/default_020426038.jpg?uid=0.6287805,Keukenmes,ICEL CLASSICA keukenmes,Messen,MANHARD/ICEL horeca,Classica,Zwart,18 cm,"€ 8,08"
http://www.manhard.eu/upload/webshop/default_020425019.jpg?uid=0.8626062,Uitbeenmes,"ICEL TECHNIEK uitbeenmes, breed",Messen,MANHARD/ICEL horeca,Techniek,Zwart,15 cm,"€ 9,2"
http://www.manhard.eu/upload/webshop/default_020425019.jpg?uid=0.8626062,Uitbeenmes,"ICEL TECHNIEK uitbeenmes, smal",Messen,MANHARD/ICEL horeca,Techniek,Zwart,15 cm,"€ 9,2"
http://www.manhard.eu/upload/webshop/default_020425017.jpg?uid=0.1946985,Koksmes,ICEL TECHNIEK koksmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,13 cm,"€ 10,1"
http://www.manhard.eu/upload/webshop/default_020425017.jpg?uid=0.1946985,Koksmes,ICEL TECHNIEK koksmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,15 cm,"€ 12,51"
http://www.manhard.eu/upload/webshop/default_020425017.jpg?uid=0.1946985,Koksmes,ICEL TECHNIEK koksmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,18 cm,"€ 13,73"
http://www.manhard.eu/upload/webshop/default_020425017.jpg?uid=0.1946985,Koksmes,ICEL TECHNIEK koksmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,20 cm,"€ 16,43"
http://www.manhard.eu/upload/webshop/default_020425017.jpg?uid=0.1946985,Koksmes,ICEL TECHNIEK koksmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,25 cm,"€ 18,38"
http://www.manhard.eu/upload/webshop/default_020425017.jpg?uid=0.1946985,Koksmes,ICEL TECHNIEK koksmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,30 cm,"€ 22,27"
http://www.manhard.eu/upload/webshop/default_020429024.jpg?uid=0.3363611,Tomaten-/kaasmes,ICEL HRC PRIME LINE Microban® tomaten-/kaasmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,12 cm,"€ 3,24"
http://www.manhard.eu/upload/webshop/default_020429031.jpg?uid=0.73901,Groentemes,ICEL HRC PRIME LINE Microban® groentemes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,12 cm,"€ 3,24"
http://www.manhard.eu/upload/webshop/default_020429031.jpg?uid=0.73901,Groentemes,ICEL HRC PRIME LINE Microban® groentemes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,15 cm,"€ 6,5"
http://www.manhard.eu/upload/webshop/default_020429031.jpg?uid=0.73901,Groentemes,ICEL HRC PRIME LINE Microban® groentemes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Groen,12 cm,"€ 3,24"
http://www.manhard.eu/upload/webshop/default_020429021.jpg?uid=0.73901,Officemes,ICEL HRC PRIME LINE Microban® officemes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,10 cm,"€ 2,92"
http://www.manhard.eu/upload/webshop/default_020429021.jpg?uid=0.73901,Officemes,"ICEL HRC PRIME LINE Microban® officemes, getand",Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,10 cm,"€ 3,01"
http://www.manhard.eu/upload/webshop/default_020429021.jpg?uid=0.73901,Officemes,ICEL HRC PRIME LINE Microban® officemes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Groen,10 cm,"€ 2,92"
http://www.manhard.eu/upload/webshop/default_020426019.jpg?uid=0.9669763,Uitbeenmes,"ICEL CLASSICA uitbeenmes, smal",Messen,MANHARD/ICEL horeca,Classica,Zwart,13 cm,"€ 8,95"
http://www.manhard.eu/upload/webshop/default_020426019.jpg?uid=0.9669763,Uitbeenmes,"ICEL CLASSICA uitbeenmes, smal",Messen,MANHARD/ICEL horeca,Classica,Zwart,15 cm,"€ 10,06"
http://www.manhard.eu/upload/webshop/default_020429018.jpg?uid=0.3438074,Vleesmes,ICEL HRC PRIME LINE Microban® vleesmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,20 cm,"€ 8,23"
http://www.manhard.eu/upload/webshop/default_020429018.jpg?uid=0.3438074,Vleesmes,ICEL HRC PRIME LINE Microban® vleesmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,25 cm,"€ 9,41"
http://www.manhard.eu/upload/webshop/default_020426022.jpg?uid=0.2617761,Vleesvork,ICEL CLASSICA vleesvork 'de Luxe',Messen,MANHARD/ICEL horeca,Classica,Zwart,14 cm,"€ 6,11"
http://www.manhard.eu/upload/webshop/default_020429023.jpg?uid=0.1160852,Fileermes,"ICEL HRC PRIME LINE Microban® fileermes, flexibel",Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,16 cm,"€ 7,13"
http://www.manhard.eu/upload/webshop/default_020429023.jpg?uid=0.1160852,Fileermes,"ICEL HRC PRIME LINE Microban® fileermes, flexibel",Messen,MANHARD/ICEL horeca,HRC Prime Line,Blauw,16 cm,"€ 7,13"
http://www.manhard.eu/upload/webshop/default_020429023.jpg?uid=0.1160852,Fileermes,"ICEL HRC PRIME LINE Microban® fileermes, flexibel",Messen,MANHARD/ICEL horeca,HRC Prime Line,Blauw,18 cm,"€ 7,99"
http://www.manhard.eu/upload/webshop/default_020144002.jpg?uid=0.1160852,Steekmes,"ICEL/PROFLEX Microban® steekmes, PROTEC veiligheidsgreep",Messen,ICEL/PROFLEX vleesmessen,ICEL/PROTEC vleesmessen,Zwart,18 cm,"€ 9,11"
http://www.manhard.eu/upload/webshop/default_020144002.jpg?uid=0.1160852,Steekmes,"ICEL/PROFLEX Microban® steekmes, PROTEC veiligheidsgreep",Messen,ICEL/PROFLEX vleesmessen,ICEL/PROTEC vleesmessen,Zwart,20 cm,"€ 10,11"
http://www.manhard.eu/upload/webshop/default_020144002.jpg?uid=0.1160852,Steekmes,"ICEL/PROFLEX Microban® steekmes, PROTEC veiligheidsgreep",Messen,ICEL/PROFLEX vleesmessen,ICEL/PROTEC vleesmessen,Zwart,22 cm,"€ 11,22"
http://www.manhard.eu/upload/webshop/default_020144001.jpg?uid=0.6953546,Uitbeenmes,"ICEL/PROFLEX Microban® uitbeenmes, breed, PROTEC veiligheidsgreep",Messen,ICEL/PROFLEX vleesmessen,ICEL/PROTEC vleesmessen,Zwart,15 cm,"€ 7,33"
http://www.manhard.eu/upload/webshop/default_020429020.jpg?uid=0.668194,Broodmes,ICEL HRC PRIME LINE Microban® broodmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,20 cm,"€ 6,91"
http://www.manhard.eu/upload/webshop/default_020429020.jpg?uid=0.668194,Broodmes,ICEL HRC PRIME LINE Microban® broodmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,25 cm,"€ 9,5"
http://www.manhard.eu/upload/webshop/default_020429020.jpg?uid=0.668194,Broodmes,ICEL HRC PRIME LINE Microban® broodmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Wit,25 cm,"€ 9,5"
http://www.manhard.eu/upload/webshop/default_020426021.jpg?uid=0.9161188,Officemes,ICEL CLASSICA officemes,Messen,MANHARD/ICEL horeca,Classica,Zwart,9 cm,"€ 4,3"
http://www.manhard.eu/upload/webshop/default_020143001.jpg?uid=0.7696344,Darmmes,ICEL/PROFLEX Microban® darmmes,Messen,ICEL/PROFLEX vleesmessen,Diverse messen,Blauw,15 cm,"€ 15,79"
http://www.manhard.eu/upload/webshop/default_020801003.jpg?uid=0.3560602,"Gebogen, flexibel","GIESSER uitbeenmes, smal, gebogen, flexibel",Messen,GIESSER messen,Uitbeenmes,Zwart,13 cm,"€ 7,94"
http://www.manhard.eu/upload/webshop/default_020429027.jpg?uid=0.175213,Zalmmes,ICEL HRC PRIME LINE Microban® zalmmes met kuiltjes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Blauw,30 cm,"€ 14,29"
http://www.manhard.eu/upload/webshop/default_020426031.jpg?uid=0.3580133,Groentemes,ICEL CLASSICA groentemes,Messen,MANHARD/ICEL horeca,Classica,Zwart,11 cm,"€ 4,68"
http://www.manhard.eu/upload/webshop/default_020426033.jpg?uid=0.7987482,Hammes,ICEL CLASSICA hammes,Messen,MANHARD/ICEL horeca,Classica,Zwart,24 cm,"€ 11,79"
http://www.manhard.eu/upload/webshop/default_020429017.jpg?uid=0.5611994,Koksmes,ICEL HRC PRIME LINE Microban® koksmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,16 cm,"€ 7,99"
http://www.manhard.eu/upload/webshop/default_020429017.jpg?uid=0.5611994,Koksmes,ICEL HRC PRIME LINE Microban® koksmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,18 cm,"€ 8,96"
http://www.manhard.eu/upload/webshop/default_020429017.jpg?uid=0.5611994,Koksmes,ICEL HRC PRIME LINE Microban® koksmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,20 cm,"€ 12,98"
http://www.manhard.eu/upload/webshop/default_020429017.jpg?uid=0.5611994,Koksmes,ICEL HRC PRIME LINE Microban® koksmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,25 cm,"€ 14,49"
http://www.manhard.eu/upload/webshop/default_020429017.jpg?uid=0.5611994,Koksmes,ICEL HRC PRIME LINE Microban® koksmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,30 cm,"€ 16,54"
http://www.manhard.eu/upload/webshop/default_020429017.jpg?uid=0.5611994,Koksmes,"ICEL HRC PRIME LINE Microban® koksmes, getand",Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,20 cm,"€ 13,63"
http://www.manhard.eu/upload/webshop/default_020429033.jpg?uid=0.6008722,Hammes,ICEL HRC PRIME LINE Microban® hammes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,24 cm,"€ 9,25"
http://www.manhard.eu/upload/webshop/default_020241005.jpg?uid=0.2504084,voor kloofbijlen 24 cm,"Kunststof handgreep voor kloofbijl 24cm, incl. bouten (oud model)",Messen,Hakmessen en kloofbijlen,Diverse onderdelen,Wit,24 cm,"€ 14,57"
http://www.manhard.eu/upload/webshop/default_020241005.jpg?uid=0.2504084,voor kloofbijlen 24 cm,"Kunststof handgreep voor kloofbijl 24cm, incl. bouten (nieuw model)",Messen,Hakmessen en kloofbijlen,Diverse onderdelen,Wit,24 cm,"€ 14,57"
http://www.manhard.eu/upload/webshop/default_020143002.jpg?uid=0.3182794,Huidmes,ICEL/PROFLEX Microban® huidmes,Messen,ICEL/PROFLEX vleesmessen,Diverse messen,Zwart,16 cm,"€ 10,07"
http://www.manhard.eu/upload/webshop/default_020143002.jpg?uid=0.3182794,Huidmes,ICEL/PROFLEX Microban® huidmes,Messen,ICEL/PROFLEX vleesmessen,Diverse messen,Zwart,18 cm,"€ 11,02"
http://www.manhard.eu/upload/webshop/default_020143003.jpg?uid=0.3942072,Polkmes,"ICEL polkmes, smal",Messen,ICEL/PROFLEX vleesmessen,Diverse messen,Zwart,10 cm,"€ 3,33"
http://www.manhard.eu/upload/webshop/default_020143003.jpg?uid=0.3942072,Polkmes,ICEL/PROFLEX Microban® polkmes,Messen,ICEL/PROFLEX vleesmessen,Diverse messen,Zwart,10 cm,"€ 5,45"
http://www.manhard.eu/upload/webshop/default_020143003.jpg?uid=0.3942072,Polkmes,ICEL/PROFLEX Microban® polkmes,Messen,ICEL/PROFLEX vleesmessen,Diverse messen,Geel,10 cm,"€ 5,45"
http://www.manhard.eu/upload/webshop/default_020143003.jpg?uid=0.3942072,Polkmes,ICEL/PROFLEX Microban® polkmes,Messen,ICEL/PROFLEX vleesmessen,Diverse messen,Rood,10 cm,"€ 5,45"
http://www.manhard.eu/upload/webshop/default_020425020.jpg?uid=0.7554132,Broodmes,ICEL TECHNIEK broodmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,20 cm,"€ 11,39"
http://www.manhard.eu/upload/webshop/default_020104054.jpg?uid=2.518862E-02,Smal,"ICEL/PROFLEX Microban® blokmes, smal",Messen,ICEL/PROFLEX vleesmessen,blokmes,Geel,18 cm,"€ 8,65"
http://www.manhard.eu/upload/webshop/default_020104054.jpg?uid=2.518862E-02,Smal,"ICEL/PROFLEX blokmes, smal",Messen,ICEL/PROFLEX vleesmessen,blokmes,Blauw,18 cm,"€ 8,65"
http://www.manhard.eu/upload/webshop/default_020429025.jpg?uid=0.1865656,Schilmes,"ICEL HRC PRIME LINE Microban® schilmes, gebogen",Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,6 cm,"€ 2,61"
http://www.manhard.eu/upload/webshop/default_020429025.jpg?uid=0.1865656,Schilmes,ICEL HRC PRIME LINE Microban® schilmes,Messen,MANHARD/ICEL horeca,HRC Prime Line,Zwart,8 cm,"€ 2,72"
