Image Link,Title,Description,Main Category,Sub Category 1,Sub Category 2,color,Measure,price
http://www.manhard.eu/upload/webshop/default_020103065.jpg?uid=0.7402155,met kuiltjes,ICEL/PROFLEX voorsnijmes met kuiltjes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Blauw,20 cm,"€ 14,01"
http://www.manhard.eu/upload/webshop/default_020103065.jpg?uid=0.7402155,met kuiltjes,ICEL/PROFLEX voorsnijmes met kuiltjes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Blauw,26 cm,"€ 18,25"
http://www.manhard.eu/upload/webshop/default_020801004.jpg?uid=0.0510065,"Gebogen, semi-flex","GIESSER uitbeenmes, smal, gebogen, semi-flexibel",Messen,GIESSER messen,Uitbeenmes,Zwart,15 cm,"€ 8,83"
http://www.manhard.eu/upload/webshop/default_020426024.jpg?uid=0.2813532,Tomaten-/kaasmes,ICEL CLASSICA tomaten-/kaasmes (271510211),Messen,MANHARD/ICEL horeca,Classica,Zwart,11 cm,"€ 4,63"
http://www.manhard.eu/upload/webshop/default_020105002.jpg?uid=3.873843E-02,gebogen,"ICEL/PROFLEX Microban® breekmes, gebogen",Messen,ICEL/PROFLEX vleesmessen,Breekmes,Zwart,20 cm,"€ 7,95"
http://www.manhard.eu/upload/webshop/default_020105002.jpg?uid=3.873843E-02,gebogen,"ICEL/PROFLEX breekmes, gebogen",Messen,ICEL/PROFLEX vleesmessen,Breekmes,Zwart,25 cm,"€ 10,76"
http://www.manhard.eu/upload/webshop/default_020105002.jpg?uid=3.873843E-02,gebogen,"ICEL/PROFLEX Microban® breekmes, gebogen",Messen,ICEL/PROFLEX vleesmessen,Breekmes,Blauw,20 cm,"€ 7,95"
http://www.manhard.eu/upload/webshop/default_020801002.jpg?uid=0.6652033,gebogen,"GIESSER uitbeenmes, smal, gebogen",Messen,GIESSER messen,Uitbeenmes,Groen,15 cm,"€ 8,83"
http://www.manhard.eu/upload/webshop/default_020420048.jpg?uid=0.3397638,Messenblok,"MANHARD SMEEDIJZER messenblok, hout, 9-delig",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,n.v.t.,n.v.t.,"€ 198,43"
http://www.manhard.eu/upload/webshop/default_020420048.jpg?uid=0.3397638,Messenblok,"MANHARD SMEEDIJZER messenblok, kunststof, 8-delig",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,n.v.t.,n.v.t.,"€ 209,58"
http://www.manhard.eu/upload/webshop/default_020239074.jpg?uid=0.7980768,25 cm,"MANHARD hakmes, 1240 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Geel,25 cm,"€ 42,34"
http://www.manhard.eu/upload/webshop/default_020239074.jpg?uid=0.7980768,25 cm,"MANHARD hakmes, 1240 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Zwart,25 cm,"€ 42,34"
http://www.manhard.eu/upload/webshop/default_020338004.jpg?uid=0.8667414,26 cm,"MANHARD RVS schaar, getand",Messen,ICEL vismessen,Schaar,n.v.t.,26 cm,"€ 24,14"
http://www.manhard.eu/upload/webshop/default_020241001.jpg?uid=0.3011286,voor Hakmessen,"Kunststof handgreep voor hakmes, incl. bouten",Messen,Hakmessen en kloofbijlen,Diverse onderdelen,Geel,25 cm,"€ 7,05"
http://www.manhard.eu/upload/webshop/default_020241001.jpg?uid=0.3011286,voor Hakmessen,"Kunststof handgreep voor hakmes, incl. bouten",Messen,Hakmessen en kloofbijlen,Diverse onderdelen,Zwart,n.v.t.,"€ 7,05"
http://www.manhard.eu/upload/webshop/default_020241001.jpg?uid=0.3011286,voor Hakmessen,"Kunststof handgreep voor hakmes met extra lange greep, incl. bouten",Messen,Hakmessen en kloofbijlen,Diverse onderdelen,Wit,25 cm,"€ 14,57"
http://www.manhard.eu/upload/webshop/default_020241003.jpg?uid=0.6345636,voor kloofbijlen 27 t/m 32 cm,"Kunststof handgreep voor kloofbijl, 27 t/m 32cm, incl. bouten (oud model)",Messen,Hakmessen en kloofbijlen,Diverse onderdelen,Wit,n.v.t.,"€ 14,57"
http://www.manhard.eu/upload/webshop/default_020103066.jpg?uid=0.9794123,Voorsnijmes,ICEL/PROFLEX Microban® voorsnijmes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Zwart,16 cm,"€ 9,52"
http://www.manhard.eu/upload/webshop/default_020103066.jpg?uid=0.9794123,Voorsnijmes,ICEL/PROFLEX Microban® voorsnijmes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Zwart,20 cm,"€ 11,2"
http://www.manhard.eu/upload/webshop/default_020103066.jpg?uid=0.9794123,Voorsnijmes,ICEL/PROFLEX Microban® voorsnijmes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Zwart,26 cm,"€ 14,57"
http://www.manhard.eu/upload/webshop/default_020103066.jpg?uid=0.9794123,Voorsnijmes,ICEL/PROFLEX Microban® voorsnijmes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Geel,16 cm,"€ 9,52"
http://www.manhard.eu/upload/webshop/default_020103066.jpg?uid=0.9794123,Voorsnijmes,ICEL/PROFLEX Microban® voorsnijmes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Geel,20 cm,"€ 11,2"
http://www.manhard.eu/upload/webshop/default_020103066.jpg?uid=0.9794123,Voorsnijmes,ICEL/PROFLEX Microban® voorsnijmes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Geel,26 cm,"€ 14,57"
http://www.manhard.eu/upload/webshop/default_020103066.jpg?uid=0.9794123,Voorsnijmes,ICEL/PROFLEX Microban® voorsnijmes,Messen,ICEL/PROFLEX vleesmessen,Voorsnijmes,Blauw,24 cm,"€ 12,8"
http://www.manhard.eu/upload/webshop/default_020102052.jpg?uid=0.7607843,Steekmes,ICEL/PROFLEX Microban® steekmes,Messen,ICEL/PROFLEX vleesmessen,Steekmes,Zwart,18 cm,"€ 8,68"
http://www.manhard.eu/upload/webshop/default_020102052.jpg?uid=0.7607843,Steekmes,ICEL/PROFLEX Microban® steekmes,Messen,ICEL/PROFLEX vleesmessen,Steekmes,Zwart,20 cm,"€ 9,62"
http://www.manhard.eu/upload/webshop/default_020102052.jpg?uid=0.7607843,Steekmes,ICEL/PROFLEX Microban® steekmes,Messen,ICEL/PROFLEX vleesmessen,Steekmes,Zwart,22 cm,"€ 10,69"
http://www.manhard.eu/upload/webshop/default_020102052.jpg?uid=0.7607843,Steekmes,ICEL/PROFLEX Microban® steekmes,Messen,ICEL/PROFLEX vleesmessen,Steekmes,Zwart,25 cm,"€ 11,55"
http://www.manhard.eu/upload/webshop/default_020102052.jpg?uid=0.7607843,Steekmes,ICEL/PROFLEX Microban® steekmes,Messen,ICEL/PROFLEX vleesmessen,Steekmes,Geel,18 cm,"€ 8,68"
http://www.manhard.eu/upload/webshop/default_020102052.jpg?uid=0.7607843,Steekmes,ICEL/PROFLEX steekmes,Messen,ICEL/PROFLEX vleesmessen,Steekmes,Geel,22 cm,"€ 10,69"
http://www.manhard.eu/upload/webshop/default_020102052.jpg?uid=0.7607843,Steekmes,ICEL/PROFLEX Microban® steekmes,Messen,ICEL/PROFLEX vleesmessen,Steekmes,Geel,25 cm,"€ 11,55"
http://www.manhard.eu/upload/webshop/default_020337003.jpg?uid=0.7860529,Anti-slip,MANHARD Microban® oestermes met anti-slip handgreep,Messen,ICEL vismessen,Oestermes,Blauw,7 cm,"€ 5,46"
http://www.manhard.eu/upload/webshop/default_020337003.jpg?uid=0.7860529,Anti-slip,"MANHARD Microban® oestermes met anti-slip handgreep, smal",Messen,ICEL vismessen,Oestermes,Blauw,8 cm,"€ 5,25"
http://www.manhard.eu/upload/webshop/default_020425018.jpg?uid=0.4891626,Vleesmes,ICEL TECHNIEK vleesmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,17 cm,€ 11
http://www.manhard.eu/upload/webshop/default_020425018.jpg?uid=0.4891626,Vleesmes,ICEL TECHNIEK vleesmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,20 cm,"€ 12,8"
http://www.manhard.eu/upload/webshop/default_020425018.jpg?uid=0.4891626,Vleesmes,ICEL TECHNIEK vleesmes,Messen,MANHARD/ICEL horeca,Techniek,Zwart,25 cm,"€ 14,45"
http://www.manhard.eu/upload/webshop/default_020101070.jpg?uid=0.4819605,met kuiltjes,"ICEL/PROFLEX Microban® uitbeenmes met kuiltjes, breed, gebogen",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,15 cm,"€ 8,09"
http://www.manhard.eu/upload/webshop/default_020101070.jpg?uid=0.4819605,met kuiltjes,"ICEL/PROFLEX Microban® uitbeenmes met kuiltjes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,15 cm,"€ 8,09"
http://www.manhard.eu/upload/webshop/default_020101070.jpg?uid=0.4819605,met kuiltjes,"ICEL/PROFLEX Microban® uitbeenmes met kuiltjes, gebogen, flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,15 cm,"€ 8,09"
http://www.manhard.eu/upload/webshop/default_020101070.jpg?uid=0.4819605,met kuiltjes,"ICEL/PROFLEX Microban® uitbeenmes met kuiltjes, gebogen, flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Rood,15 cm,"€ 8,09"
http://www.manhard.eu/upload/webshop/default_020101070.jpg?uid=0.4819605,met kuiltjes,"ICEL/PROFLEX Microban® uitbeenmes met kuiltjes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Blauw,15 cm,"€ 8,09"
http://www.manhard.eu/upload/webshop/default_020101070.jpg?uid=0.4819605,met kuiltjes,"ICEL/PROFLEX Microban® uitbeenmes met kuiltjes, gebogen, flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Blauw,15 cm,"€ 8,09"
http://www.manhard.eu/upload/webshop/default_020102051.jpg?uid=0.2377588,Diverse,ICEL/PROFLEX Microban® steekmes,Messen,ICEL/PROFLEX vleesmessen,Steekmes,Rood,18 cm,"€ 8,68"
http://www.manhard.eu/upload/webshop/default_020338003.jpg?uid=0.1983301,20 cm,MANHARD RVS schaar,Messen,ICEL vismessen,Schaar,n.v.t.,20 cm,"€ 12,08"
http://www.manhard.eu/upload/webshop/default_020337001.jpg?uid=0.1623804,met kap,"MANHARD oestermes met kap, hout",Messen,ICEL vismessen,Oestermes,n.v.t.,5 cm,"€ 6,19"
http://www.manhard.eu/upload/webshop/default_020337001.jpg?uid=0.1623804,met kap,MANHARD oestermes met kap,Messen,ICEL vismessen,Oestermes,Zwart,5 cm,"€ 6,32"
http://www.manhard.eu/upload/webshop/default_020314051.jpg?uid=0.3104517,Diverse,"MANHARD panmes, hout",Messen,ICEL vismessen,Panmes,n.v.t.,9 cm,"€ 6,62"
http://www.manhard.eu/upload/webshop/default_020314051.jpg?uid=0.3104517,Diverse,MANHARD panmes,Messen,ICEL vismessen,Panmes,Wit,9 cm,"€ 7,74"
http://www.manhard.eu/upload/webshop/default_020239071.jpg?uid=0.8904688,18 cm,"MANHARD hakmes, 840 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Geel,18 cm,"€ 34,14"
http://www.manhard.eu/upload/webshop/default_020239071.jpg?uid=0.8904688,18 cm,"MANHARD hakmes, 840 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Zwart,18 cm,"€ 34,14"
http://www.manhard.eu/upload/webshop/default_020426020.jpg?uid=0.6574365,Broodmes,"ICEL CLASSICA broodmes, getand",Messen,MANHARD/ICEL horeca,Classica,Zwart,20 cm,"€ 8,3"
http://www.manhard.eu/upload/webshop/default_020239073.jpg?uid=0.3796656,23 cm,"MANHARD hakmes, 1060 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Geel,23 cm,"€ 40,45"
http://www.manhard.eu/upload/webshop/default_020239073.jpg?uid=0.3796656,23 cm,"MANHARD hakmes, 1060 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Zwart,23 cm,"€ 40,45"
http://www.manhard.eu/upload/webshop/default_020104053.jpg?uid=0.4968531,breed,"ICEL/PROFLEX Microban® blokmes, breed",Messen,ICEL/PROFLEX vleesmessen,blokmes,Zwart,20 cm,"€ 11,09"
http://www.manhard.eu/upload/webshop/default_020104053.jpg?uid=0.4968531,breed,"ICEL/PROFLEX blokmes, breed",Messen,ICEL/PROFLEX vleesmessen,blokmes,Zwart,25 cm,"€ 13,23"
http://www.manhard.eu/upload/webshop/default_020104053.jpg?uid=0.4968531,breed,"ICEL/PROFLEX Microban® blokmes, breed",Messen,ICEL/PROFLEX vleesmessen,blokmes,Zwart,30 cm,"€ 16,32"
http://www.manhard.eu/upload/webshop/default_020104053.jpg?uid=0.4968531,breed,"ICEL/PROFLEX blokmes, breed",Messen,ICEL/PROFLEX vleesmessen,blokmes,Geel,20 cm,"€ 11,09"
http://www.manhard.eu/upload/webshop/default_020104053.jpg?uid=0.4968531,breed,"ICEL/PROFLEX blokmes, breed",Messen,ICEL/PROFLEX vleesmessen,blokmes,Geel,25 cm,"€ 13,23"
http://www.manhard.eu/upload/webshop/default_020104053.jpg?uid=0.4968531,breed,"ICEL/PROFLEX blokmes, breed",Messen,ICEL/PROFLEX vleesmessen,blokmes,Blauw,25 cm,"€ 13,23"
http://www.manhard.eu/upload/webshop/default_020239083.jpg?uid=0.2510797,"20 cm, extra lange handgreep","MANHARD hakmes met extra lange greep, 1100 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Wit,20 cm,"€ 58,67"
http://www.manhard.eu/upload/webshop/default_020239083.jpg?uid=0.2510797,"20 cm, extra lange handgreep","MANHARD hakmes met extra lange greep, 1325 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Wit,25 cm,"€ 68,05"
http://www.manhard.eu/upload/webshop/default_020101054.jpg?uid=0.4294702,Smal,"ICEL/PROFLEX Microban® uitbeenmes, smal",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101054.jpg?uid=0.4294702,Smal,"ICEL/PROFLEX Microban® uitbeenmes, smal",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101054.jpg?uid=0.4294702,Smal,"ICEL/PROFLEX Microban® uitbeenmes, smal",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101054.jpg?uid=0.4294702,Smal,"ICEL/PROFLEX uitbeenmes, smal",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020337002.jpg?uid=0.7603418,Smal,"MANHARD oestermes, smal",Messen,ICEL vismessen,Oestermes,Zwart,8 cm,"€ 6,93"
http://www.manhard.eu/upload/webshop/default_020101053.jpg?uid=0.5433008,breed,"ICEL/PROFLEX Microban® uitbeenmes, breed",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,14 cm,"€ 6,9"
http://www.manhard.eu/upload/webshop/default_020101053.jpg?uid=0.5433008,breed,"ICEL/PROFLEX Microban® uitbeenmes, breed",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101053.jpg?uid=0.5433008,breed,"ICEL/PROFLEX Microban® uitbeenmes, breed",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101053.jpg?uid=0.5433008,breed,"ICEL/PROFLEX Microban®  uitbeenmes, breed",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Rood,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101053.jpg?uid=0.5433008,breed,"ICEL/PROFLEX uitbeenmes, breed",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Blauw,14 cm,"€ 6,9"
http://www.manhard.eu/upload/webshop/default_020101053.jpg?uid=0.5433008,breed,"ICEL/PROFLEX Microban® uitbeenmes, breed",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Blauw,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020239072.jpg?uid=0.3880274,20 cm,"MANHARD hakmes, 1000 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Geel,20 cm,"€ 36,36"
http://www.manhard.eu/upload/webshop/default_020239072.jpg?uid=0.3880274,20 cm,"MANHARD hakmes, 1000 gram",Messen,Hakmessen en kloofbijlen,Industrieele Hakmessen,Zwart,20 cm,"€ 36,36"
http://www.manhard.eu/upload/webshop/default_020101055.jpg?uid=0.7523462,"breed, gebogen","ICEL/PROFLEX Microban® uitbeenmes, breed, gebogen",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101055.jpg?uid=0.7523462,"breed, gebogen","ICEL/PROFLEX uitbeenmes, breed, gebogen (283.1407.15)",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101055.jpg?uid=0.7523462,"breed, gebogen","ICEL/PROFLEX uitbeenmes, breed, gebogen",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Rood,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101055.jpg?uid=0.7523462,"breed, gebogen","ICEL/PROFLEX Microban® uitbeenmes, breed, gebogen",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Blauw,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101003.jpg?uid=0.3917505,"Gebogen, flexibel","ICEL/PROFLEX Microban® uitbeenmes, gebogen, flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101004.jpg?uid=0.9789698,"Gebogen, semi-flex","ICEL/PROFLEX Microban® uitbeenmes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101004.jpg?uid=0.9789698,"Gebogen, semi-flex","ICEL/PROFLEX Microban® uitbeenmes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101004.jpg?uid=0.9789698,"Gebogen, semi-flex","ICEL/PROFLEX Microban® uitbeenmes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101004.jpg?uid=0.9789698,"Gebogen, semi-flex","ICEL/PROFLEX Microban® uitbeenmes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101004.jpg?uid=0.9789698,"Gebogen, semi-flex","ICEL/PROFLEX Microban® uitbeenmes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Rood,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101004.jpg?uid=0.9789698,"Gebogen, semi-flex","ICEL/PROFLEX Microban® uitbeenmes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Rood,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101004.jpg?uid=0.9789698,"Gebogen, semi-flex","ICEL/PROFLEX Microban® uitbeenmes, gebogen, semi-flexibel",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Blauw,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101002.jpg?uid=0.585354,gebogen,"ICEL/PROFLEX Microban® uitbeenmes, gebogen",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101002.jpg?uid=0.585354,gebogen,"ICEL/PROFLEX Microban® uitbeenmes, gebogen",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Zwart,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020101002.jpg?uid=0.585354,gebogen,"ICEL/PROFLEX Microban® uitbeenmes, gebogen",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,13 cm,"€ 6,75"
http://www.manhard.eu/upload/webshop/default_020101002.jpg?uid=0.585354,gebogen,"ICEL/PROFLEX Microban® uitbeenmes, gebogen",Messen,ICEL/PROFLEX vleesmessen,Uitbeenmes,Geel,15 cm,"€ 6,98"
http://www.manhard.eu/upload/webshop/default_020420047.jpg?uid=0.3493921,Koffer,"MANHARD messenkoffer compleet SMEEDIJZER,17-delig",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,n.v.t.,n.v.t.,"€ 273,31"
http://www.manhard.eu/upload/webshop/default_020420022.jpg?uid=0.3669702,Vleesvork,"MANHARD vleesvork, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,13 cm,"€ 19,56"
http://www.manhard.eu/upload/webshop/default_020420022.jpg?uid=0.3669702,Vleesvork,"MANHARD vleesvork, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,16 cm,"€ 23,99"
http://www.manhard.eu/upload/webshop/default_020420022.jpg?uid=0.3669702,Vleesvork,"MANHARD vleesvork, gebogen, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,21 cm,"€ 33,55"
http://www.manhard.eu/upload/webshop/default_020420075.jpg?uid=0.9251367,Decormes,"MANHARD decormes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,11 cm,"€ 26,01"
http://www.manhard.eu/upload/webshop/default_020219078.jpg?uid=0.3847925,Duits model,"MANHARD RVS kloofbijl, smal, 3000 gram",Messen,Hakmessen en kloofbijlen,Kloofbijlen,Wit,35 cm,"€ 154,01"
http://www.manhard.eu/upload/webshop/default_020219078.jpg?uid=0.3847925,Duits model,"MANHARD RVS kloofbijl, smal, 3000 gram",Messen,Hakmessen en kloofbijlen,Kloofbijlen,Wit,40 cm,"€ 166,49"
http://www.manhard.eu/upload/webshop/default_020219079.jpg?uid=0.6921045,Hollands model,"MANHARD RVS kloofbijl, 2500 gram",Messen,Hakmessen en kloofbijlen,Kloofbijlen,Wit,24 cm,"€ 133,04"
http://www.manhard.eu/upload/webshop/default_020219079.jpg?uid=0.6921045,Hollands model,"MANHARD RVS kloofbijl, VOLSTAAL, 3300 gram",Messen,Hakmessen en kloofbijlen,Kloofbijlen,Wit,27 cm,"€ 146,57"
http://www.manhard.eu/upload/webshop/default_020219079.jpg?uid=0.6921045,Hollands model,"MANHARD RVS kloofbijl, VOLSTAAL, 3400 gram",Messen,Hakmessen en kloofbijlen,Kloofbijlen,Wit,32 cm,"€ 187,23"
http://www.manhard.eu/upload/webshop/default_020420025.jpg?uid=0.1392481,Schilmes,"MANHARD schilmes, gebogen, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,7 cm,"€ 13,75"
http://www.manhard.eu/upload/webshop/default_020420020.jpg?uid=0.7553369,Broodmes,"MANHARD broodmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,21 cm,"€ 26,59"
http://www.manhard.eu/upload/webshop/default_020420015.jpg?uid=2.468288E-03,Trancheermes,"MANHARD trancheermes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,19 cm,"€ 24,93"
http://www.manhard.eu/upload/webshop/default_020240084.jpg?uid=6.930178E-02,540 gram,"ICEL TECHNIEK hakmes 'de Luxe', 540 gram",Messen,Hakmessen en kloofbijlen,ICEL Hakmessen,Zwart,15 cm,"€ 18,86"
http://www.manhard.eu/upload/webshop/default_020420016.jpg?uid=0.288479,Santokumes,"MANHARD santokumes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,18 cm,"€ 33,59"
http://www.manhard.eu/upload/webshop/default_020420023.jpg?uid=0.2525293,Fileermes,"MANHARD fileermes, flexibel, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,18 cm,"€ 23,4"
http://www.manhard.eu/upload/webshop/default_020240083.jpg?uid=0.8844873,435 gram,"ICEL hakmes, 435 gram",Messen,Hakmessen en kloofbijlen,ICEL Hakmessen,Zwart,15 cm,"€ 16,82"
http://www.manhard.eu/upload/webshop/default_020420017.jpg?uid=0.6104395,Koksmes,"MANHARD koksmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,16 cm,"€ 25,74"
http://www.manhard.eu/upload/webshop/default_020420017.jpg?uid=0.6104395,Koksmes,"MANHARD koksmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,21 cm,"€ 30,42"
http://www.manhard.eu/upload/webshop/default_020420017.jpg?uid=0.6104395,Koksmes,"MANHARD koksmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,23 cm,"€ 33,1"
http://www.manhard.eu/upload/webshop/default_020420017.jpg?uid=0.6104395,Koksmes,"MANHARD koksmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,26 cm,"€ 35,68"
http://www.manhard.eu/upload/webshop/default_020420017.jpg?uid=0.6104395,Koksmes,"MANHARD koksmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,29 cm,"€ 49,59"
http://www.manhard.eu/upload/webshop/default_020420019.jpg?uid=0.4051172,Uitbeenmes,"MANHARD uitbeenmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,13 cm,"€ 19,3"
http://www.manhard.eu/upload/webshop/default_020420019.jpg?uid=0.4051172,Uitbeenmes,"MANHARD uitbeenmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,16 cm,"€ 21,44"
http://www.manhard.eu/upload/webshop/default_020504053.jpg?uid=0.5768701,breed,"VICTORINOX blokmes, breed",Messen,VICTORINOX messen,blokmes,Rood,25 cm,"€ 24,07"
http://www.manhard.eu/upload/webshop/default_020504053.jpg?uid=0.5768701,breed,"VICTORINOX blokmes, breed",Messen,VICTORINOX messen,blokmes,Blauw,25 cm,"€ 24,07"
http://www.manhard.eu/upload/webshop/default_020504053.jpg?uid=0.5768701,breed,"VICTORINOX blokmes, breed",Messen,VICTORINOX messen,blokmes,Zwart,18 cm,"€ 18,32"
http://www.manhard.eu/upload/webshop/default_020504053.jpg?uid=0.5768701,breed,"VICTORINOX blokmes, breed",Messen,VICTORINOX messen,blokmes,Zwart,20 cm,"€ 19,91"
http://www.manhard.eu/upload/webshop/default_020504053.jpg?uid=0.5768701,breed,"VICTORINOX blokmes, breed",Messen,VICTORINOX messen,blokmes,Zwart,25 cm,"€ 23,84"
http://www.manhard.eu/upload/webshop/default_020504053.jpg?uid=0.5768701,breed,"VICTORINOX blokmes, breed",Messen,VICTORINOX messen,blokmes,Zwart,31 cm,"€ 30,36"
http://www.manhard.eu/upload/webshop/default_020504053.jpg?uid=0.5768701,breed,"VICTORINOX blokmes, breed",Messen,VICTORINOX messen,blokmes,Zwart,36 cm,"€ 35,92"
http://www.manhard.eu/upload/webshop/default_020504054.jpg?uid=0.3021509,Smal,"VICTORINOX blokmes, smal",Messen,VICTORINOX messen,blokmes,Zwart,15 cm,"€ 16,71"
